,ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date,From.Grade_surrogate,To.Grade_surrogate,Special.Pay_surrogate,Early.RPL_surrogate,Latest.RPL_surrogate,Initial.System.Date_surrogate,Poverty.Code_surrogate,CRM.Segment_surrogate,MDR.Low.Grade_surrogate,MDR.High.Grade_surrogate,Total.School.Enrollment_surrogate,Income.Level_surrogate,FirstMeeting_surrogate,LastMeeting_surrogate,DifferenceTraveltoFirstMeeting_surrogate,DifferenceTraveltoLastMeeting_surrogate,FPP.to.School.enrollment_surrogate,SchoolSizeIndicator_surrogate,NPS 2011_surrogate,NPS 2010_surrogate,NPS 2009_surrogate,NPS 2008_surrogate,>= 3 FPP Date_surrogate,>= 10 FPP Date_surrogate,>= 20 FPP Date_surrogate,>= 35 FPP Date_surrogate
2166,2167,SK,7.0,8.0,Other.Group.State,1,5,A,2011-06-16,2011-06-20,2010-10-31,FIXED_NA,1821,27,3,0.711,2010-03-03,2010-08-25,3,3,2010-03-02,FIXED_NA,Other,4.0,CHD,1,K,8.0,516.0,N,0.237,0,Science,EXISTING,38,41,1821,1,2010-09-14,2010-09-14,275.0,275.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.07364341099999999,0.926829268,3,S-M,0,9.0,0.0,10.0,0.0,2010-04-28,2010-05-26,2010-06-04,2010-10-30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2167,2168,SK,7.0,8.0,MD,0,5,A,2011-06-16,2011-06-20,2010-09-24,FIXED_NA,1839,7,2,0.636,1900-01-01,2010-08-19,6,1,2010-08-14,B,Other,6.0,PUBLIC,1,6,8.0,619.0,E,0.364,0,Science,EXISTING,11,12,1839,1,2010-09-02,2010-09-02,287.0,287.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.017770598000000002,0.916666667,1,M-L,1,10.0,10.0,0.0,0.0,2010-09-20,2010-09-21,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2168,2169,SK,6.0,7.0,MD,0,5,A,2011-06-16,2011-06-20,2010-09-24,FIXED_NA,1839,2,4,0.28600000000000003,1900-01-01,2010-08-19,5,1,2010-08-14,B,Other,6.0,PUBLIC,1,PK,8.0,667.0,F,0.0,0,Science,EXISTING,7,8,1839,1,2010-09-02,2010-09-02,287.0,287.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,S,0,0.010494753,0.875,1,M-L,1,10.0,10.0,0.0,0.0,2010-09-11,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
2169,2170,SK,6.0,8.0,CA,1,5,A,2011-06-16,2011-06-20,2010-11-15,FIXED_NA,2074,2,3,0.4,1900-01-01,2010-08-25,5,1,2010-08-18,E,Northern California,4.0,PUBLIC,1,K,8.0,453.0,M,0.4,0,Science,NEW,5,6,2074,1,2010-09-08,2010-09-08,281.0,281.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.011037528000000001,0.833333333,1,S-M,0,0.0,0.0,0.0,7.0,2010-09-10,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
2170,2171,SK,6.0,8.0,MD,0,5,A,2011-06-16,2011-06-20,2010-11-15,FIXED_NA,1914,3,0,0.5,1900-01-01,2010-09-23,1,1,2010-09-22,B,Other,6.0,PUBLIC,1,6,8.0,601.0,E,0.0,0,Science,NEW,6,7,1914,1,2010-10-12,2010-10-12,247.0,247.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.009983361,0.857142857,1,M-L,0,10.0,0.0,0.0,0.0,2010-10-18,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2171,2172,HD,0.0,0.0,GA,0,6,A,2011-06-16,2011-06-21,2010-12-15,SA,1659,0,0,0.0,1900-01-01,2010-10-29,1,0,2010-10-30,FIXED_NA,Other,7.0,CHD,0,FIXED_NA,0.0,0.0,FIXED_NA,0.0,0,East Coast,NEW,51,51,1659,0,1900-01-01,1900-01-01,0.0,0.0,Undefined,Undefined,Undefined->Undefined,June,Undefined,Undefined,Undefined->Undefined,H,0,0.0,1.0,0,FIXED_NA,0,0.0,0.0,0.0,0.0,2010-11-18,2010-11-18,2010-11-18,2010-11-18,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2172,2173,HN,7.0,8.0,WI,0,3,A,2011-06-17,2011-06-19,2010-10-15,FIXED_NA,1747,10,4,0.667,2010-05-11,2010-09-02,10,1,2010-05-12,A,Other,10.0,PUBLIC,1,7,8.0,811.0,O,0.2,0,East Coast,EXISTING,15,16,1747,1,2010-09-21,2010-09-21,269.0,269.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018495684,0.9375,1,M-L,1,9.0,8.0,0.0,10.0,2010-05-28,2010-06-07,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2173,2174,HD,8.0,8.0,MI,0,5,B,2011-06-17,2011-06-21,2010-11-15,FIXED_NA,867,27,4,0.643,2010-02-04,2010-08-26,7,2,2010-02-03,B,Other,10.0,PUBLIC,1,7,8.0,500.0,I,0.381,0,East Coast,EXISTING,42,44,867,2,2010-10-19,2011-05-18,241.0,30.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.084,0.954545455,2,S-M,1,9.0,0.0,9.0,10.0,2010-04-30,2010-05-18,2010-05-31,2010-06-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2174,2175,HD,8.0,8.0,OH,0,4,B,2011-06-17,2011-06-21,2010-10-29,CP,729,16,4,0.615,2010-04-02,2010-08-30,5,2,2010-03-30,B,Other,10.0,PUBLIC,0,6,8.0,400.0,I,0.154,0,East Coast,EXISTING,26,28,729,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.065,0.9285714290000001,2,S-M,1,10.0,10.0,10.0,10.0,2010-05-19,2010-06-04,2010-10-29,1900-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2175,2176,HVP,8.0,8.0,MI,0,5,B,2011-06-17,2011-06-21,2010-10-25,FIXED_NA,457,24,2,0.632,2010-04-19,2010-08-19,3,2,2010-04-08,B,Other,10.0,PUBLIC,1,6,12.0,439.0,J,0.316,0,East Coast,EXISTING,38,40,457,1,2010-09-28,2010-09-28,262.0,262.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.086560364,0.95,2,S-M,1,10.0,10.0,0.0,0.0,2010-09-21,2010-10-12,2010-10-22,2010-10-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2176,2177,HD,7.0,8.0,CA,0,5,A,2011-06-17,2011-06-21,2010-12-15,FIXED_NA,1988,14,0,0.56,2010-03-15,2010-08-20,1,2,2010-03-04,B,Southern California,5.0,PUBLIC,1,7,8.0,1226.0,P,0.32,0,East Coast,EXISTING,25,27,1988,2,2010-06-15,2010-09-22,367.0,268.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.020391516999999998,0.9259259259999999,2,L,1,0.0,10.0,0.0,0.0,2010-06-06,2010-06-16,2010-12-08,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
2177,2178,HD,7.0,8.0,OR,0,5,A,2011-06-17,2011-06-21,2010-11-01,FIXED_NA,1918,4,3,0.2,1900-01-01,2010-10-08,10,2,2010-10-08,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,548.0,F,0.1,0,East Coast,NEW,20,22,1918,1,2010-10-19,2010-10-19,241.0,241.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.03649635,0.9090909090000001,2,S-M,0,0.0,0.0,0.0,0.0,2010-10-21,2010-11-01,2011-04-21,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
2178,2179,HC,7.0,8.0,CA,0,5,A,2011-06-17,2011-06-22,2010-10-22,FIXED_NA,2397,9,1,0.6920000000000001,2010-07-15,2010-07-15,3,1,2010-06-15,B,Northern California,5.0,PUBLIC,1,6,8.0,676.0,P,0.154,0,East Coast,EXISTING,13,14,2397,1,2010-09-27,2010-09-27,263.0,263.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.019230768999999998,0.9285714290000001,1,M-L,1,10.0,10.0,0.0,0.0,2010-09-28,2010-10-08,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2179,2180,HC,0.0,0.0,WA,0,7,A,2011-06-17,2011-06-23,2010-11-13,FIXED_NA,2867,46,19,0.6970000000000001,2010-03-11,2010-09-29,18,11,2010-03-12,A,Pacific Northwest,5.0,PUBLIC,1,6,8.0,957.0,P,0.409,0,East Coast,EXISTING,66,77,2867,1,2010-10-13,2010-10-13,247.0,247.0,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.068965517,0.857142857,11,L,1,10.0,10.0,10.0,10.0,2010-03-16,2010-03-16,2010-03-16,2010-03-17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,2181,HC,8.0,8.0,OR,0,7,A,2011-06-17,2011-06-23,2010-11-19,FIXED_NA,2622,4,4,0.5710000000000001,2010-04-22,2010-08-23,4,1,2010-04-17,FIXED_NA,Pacific Northwest,10.0,CHD,1,PK,12.0,320.0,G,0.5710000000000001,0,East Coast,EXISTING,7,8,2622,1,2010-09-30,2010-09-30,260.0,260.0,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1,0.021875,0.875,1,S,1,8.0,10.0,8.0,10.0,2010-05-23,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2181,2182,HC,8.0,8.0,OR,0,7,A,2011-06-17,2011-06-23,2010-11-19,FIXED_NA,2622,7,4,0.368,2010-04-22,2010-08-23,3,1,2010-04-17,FIXED_NA,Pacific Northwest,10.0,CHD,1,PK,8.0,129.0,J,0.263,0,East Coast,EXISTING,19,20,2622,1,2010-09-02,2010-09-02,288.0,288.0,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.14728682199999998,0.95,1,S,1,9.0,10.0,10.0,7.0,2010-05-14,2010-06-01,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2182,2183,HD,8.0,8.0,OR,0,7,A,2011-06-17,2011-06-23,2010-10-15,FIXED_NA,2399,11,3,0.846,2010-05-18,2010-08-24,3,1,2010-05-17,FIXED_NA,Pacific Northwest,5.0,Catholic,1,K,8.0,223.0,Q,0.769,0,East Coast,EXISTING,13,14,2399,1,2010-09-23,2010-09-23,267.0,267.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.058295964000000006,0.9285714290000001,1,S,1,9.0,9.0,10.0,8.0,2010-06-05,2010-06-08,1900-01-01,1900-01-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2183,2184,HD,12.0,12.0,FL,0,6,A,2011-06-17,2011-06-23,2010-10-01,SA,2150,0,0,0.0,2010-02-03,2010-02-03,2,0,2010-02-03,FIXED_NA,Other,7.0,PUBLIC,0,FIXED_NA,0.0,0.0,FIXED_NA,0.0,0,East Coast,EXISTING,32,32,2150,0,1900-01-01,1900-01-01,0.0,0.0,High,High,High->High,June,Undefined,Undefined,Undefined->Undefined,H,1,0.0,1.0,0,FIXED_NA,0,0.0,0.0,10.0,0.0,2011-04-06,2011-04-06,2011-04-06,1900-01-01,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
2184,2185,SM,8.0,9.0,MN,0,4,A,2011-06-18,2011-06-21,2010-10-15,FIXED_NA,1768,3,0,0.75,2010-03-04,2010-08-27,2,1,2010-03-04,C,Other,8.0,PUBLIC,0,7,12.0,450.0,G,0.25,1,Science,NEW,4,5,1768,0,1900-01-01,1900-01-01,0.0,0.0,Middle,High,Middle->High,June,Middle,High,Middle->High,S,0,0.008888889,0.8,1,S-M,0,10.0,0.0,0.0,0.0,2010-05-05,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
2185,2186,HD,6.0,8.0,CA,0,4,A,2011-06-18,2011-06-21,2010-10-15,FIXED_NA,1632,1,4,0.5,2010-03-10,2010-08-10,4,1,2010-02-25,C,Southern California,10.0,PUBLIC,1,K,5.0,606.0,I,0.5,0,East Coast,EXISTING,2,3,1632,2,2010-04-20,2010-09-28,424.0,263.0,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0,0.00330033,0.666666667,1,M-L,0,10.0,0.0,10.0,0.0,1900-01-01,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2186,2187,SM,6.0,8.0,NC,0,4,A,2011-06-18,2011-06-21,2010-11-09,FIXED_NA,1811,2,4,0.25,1900-01-01,2010-09-29,3,1,2010-09-29,B,Other,7.0,PUBLIC,1,6,8.0,366.0,F,0.25,0,Science,NEW,8,9,1811,1,2010-10-26,2010-10-26,235.0,235.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.021857922999999998,0.8888888890000001,1,S-M,1,0.0,0.0,0.0,0.0,2010-10-27,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
2187,2188,HD,8.0,8.0,CA,0,5,A,2011-06-18,2011-06-22,2010-11-05,FIXED_NA,2133,40,4,0.7140000000000001,2010-04-28,2010-09-01,9,4,2010-04-27,B,Southern California,5.0,PUBLIC,1,7,8.0,1060.0,Q,0.304,0,East Coast,EXISTING,56,60,2133,1,2010-10-06,2010-10-06,255.0,255.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.05283018900000001,0.933333333,4,L,1,0.0,0.0,10.0,0.0,2010-06-20,2010-10-09,2010-10-14,2010-10-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2188,2189,HD,8.0,8.0,WA,0,5,A,2011-06-18,2011-06-22,2010-10-29,FIXED_NA,1595,24,10,0.667,2010-03-03,2010-08-25,13,5,2010-03-02,C,Pacific Northwest,5.0,PUBLIC,1,8,9.0,683.0,J,0.19399999999999998,0,East Coast,EXISTING,36,41,1595,1,2010-09-22,2010-09-22,269.0,269.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.052708637999999995,0.87804878,5,M-L,1,8.0,9.0,9.0,0.0,2010-03-03,2010-04-21,2010-09-19,2010-10-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2189,2190,HC,8.0,8.0,CA,0,5,A,2011-06-18,2011-06-22,2010-11-29,FIXED_NA,2269,17,4,0.586,2010-02-18,2010-08-10,5,4,2010-02-19,A,Southern California,5.0,CHD,0,6,8.0,0.0,P,0.207,0,East Coast,EXISTING,29,33,2269,0,1900-01-01,1900-01-01,0.0,0.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0,0.8787878790000001,4,FIXED_NA,1,0.0,0.0,9.0,0.0,2010-10-22,2010-11-15,2010-11-30,1900-01-01,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1
2190,2191,HD,8.0,8.0,WA,0,5,A,2011-06-18,2011-06-22,2010-10-01,FIXED_NA,2049,2,0,0.4,2010-02-02,2010-08-20,2,1,2010-02-03,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,505.0,I,0.6,0,East Coast,EXISTING,5,6,2049,2,2010-04-26,2010-10-01,418.0,260.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.00990099,0.833333333,1,S-M,1,10.0,10.0,10.0,8.0,2010-03-26,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2191,2192,HD,6.0,8.0,CA,1,5,A,2011-06-18,2011-06-22,2010-11-01,FIXED_NA,2005,8,5,0.5710000000000001,2010-05-10,2010-08-19,6,1,2010-05-08,C,Southern California,5.0,PUBLIC,1,K,8.0,752.0,J,0.214,0,East Coast,NEW,14,15,2005,2,2010-05-26,2010-09-28,388.0,263.0,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.018617021,0.933333333,1,M-L,0,5.0,0.0,0.0,9.0,2010-05-28,2010-06-02,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2192,2193,HD,6.0,8.0,WA,0,5,A,2011-06-18,2011-06-22,2010-12-10,FR,2074,5,2,1.0,1900-01-01,2010-10-08,4,1,2010-10-07,C,Pacific Northwest,5.0,PUBLIC,1,6,8.0,465.0,J,0.0,0,East Coast,NEW,5,6,2074,1,2010-10-28,2010-10-28,233.0,233.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010752688,0.833333333,1,S-M,0,7.0,0.0,0.0,0.0,2010-11-14,1900-01-01,1900-01-01,1900-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2193,2194,HD,6.0,12.0,WA,0,5,A,2011-06-18,2011-06-22,2010-10-01,FIXED_NA,2017,3,0,0.3,2010-04-30,2010-08-26,0,1,2010-04-28,B,Pacific Northwest,10.0,PUBLIC,1,K,12.0,119.0,I,0.2,0,East Coast,NEW,10,11,2017,1,2010-05-19,2010-05-19,395.0,395.0,Middle,High,Middle->High,June,K,High,K->High,H,0,0.08403361300000001,0.9090909090000001,1,S,0,10.0,0.0,0.0,0.0,2010-06-03,2010-10-18,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
2194,2195,HC,9.0,12.0,WA,0,5,A,2011-06-18,2011-06-22,2010-10-29,FIXED_NA,2255,1,4,0.25,2010-03-29,2010-08-19,5,1,2010-03-26,C,Pacific Northwest,8.0,PUBLIC,1,9,12.0,313.0,J,0.0,0,East Coast,NEW,4,5,2255,1,2010-10-04,2010-10-04,257.0,257.0,High,High,High->High,June,High,High,High->High,H,0,0.012779553,0.8,1,S,0,8.0,0.0,0.0,0.0,2011-06-07,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2195,2196,HD,6.0,8.0,WA,0,5,A,2011-06-18,2011-06-22,2010-10-01,FIXED_NA,2224,10,0,0.7140000000000001,2010-04-26,2010-08-30,0,1,2010-04-24,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,75.0,J,0.35700000000000004,0,East Coast,NEW,14,15,2224,2,2010-05-20,2010-09-09,394.0,282.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.18666666699999998,0.933333333,1,S,0,10.0,0.0,0.0,0.0,2010-05-10,2010-06-06,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
2196,2197,SM,7.0,8.0,WI,1,5,A,2011-06-18,2011-06-22,2010-10-29,FIXED_NA,1979,6,0,0.857,2010-01-25,2010-09-15,0,1,2010-01-26,B,Other,8.0,PUBLIC,1,7,12.0,200.0,M,0.28600000000000003,0,Science,EXISTING,7,8,1979,2,2010-02-26,2010-09-30,477.0,261.0,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,S,0,0.035,0.875,1,S,0,10.0,0.0,10.0,0.0,2010-05-12,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
2197,2198,SM,7.0,7.0,KS,0,5,A,2011-06-18,2011-06-22,2010-11-30,FIXED_NA,2184,4,0,0.5710000000000001,1900-01-01,2010-08-27,1,1,2010-08-24,C,Other,7.0,PUBLIC,1,6,8.0,450.0,E,0.28600000000000003,0,Science,EXISTING,7,8,2184,1,2010-09-09,2010-09-09,282.0,282.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.015555556000000002,0.875,1,S-M,0,10.0,0.0,0.0,0.0,2010-10-06,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
2198,2199,HD,6.0,7.0,WA,0,5,A,2011-06-18,2011-06-22,2010-11-03,FIXED_NA,1950,3,1,0.75,1900-01-01,2010-09-23,1,1,2010-09-23,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,464.0,H,0.5,0,East Coast,NEW,4,5,1950,1,2010-10-14,2010-10-14,247.0,247.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.00862069,0.8,1,S-M,0,10.0,0.0,10.0,0.0,2010-11-04,1900-01-01,1900-01-01,1900-01-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
2199,2200,HC,8.0,8.0,WA,0,6,A,2011-06-18,2011-06-23,2010-11-01,FIXED_NA,2424,12,0,0.6,2010-02-18,2010-08-27,0,1,2010-02-11,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,444.0,I,0.25,0,East Coast,EXISTING,20,21,2424,1,2010-09-21,2010-09-21,270.0,270.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.045045045,0.9523809520000001,1,S-M,1,10.0,9.0,7.0,10.0,2010-05-18,2010-06-01,2011-03-02,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2200,2201,HD,8.0,8.0,CA,0,6,A,2011-06-18,2011-06-23,2010-11-30,FIXED_NA,2099,10,4,0.526,2010-04-26,2010-09-22,4,3,2010-04-22,C,Southern California,5.0,PUBLIC,1,6,8.0,1500.0,N,0.158,0,East Coast,EXISTING,19,22,2099,1,2010-10-06,2010-10-06,255.0,255.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012666667,0.8636363640000001,3,L,1,8.0,8.0,4.0,8.0,2010-05-22,2010-09-29,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2201,2202,HD,8.0,8.0,CA,0,6,A,2011-06-18,2011-06-23,2010-10-31,FIXED_NA,2049,18,3,0.5,2010-04-22,2010-09-08,5,5,2010-04-22,B,Northern California,5.0,PUBLIC,1,7,8.0,1030.0,P,0.361,0,East Coast,EXISTING,36,41,2049,1,2010-09-22,2010-09-22,269.0,269.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.034951456,0.87804878,5,L,1,10.0,9.0,6.0,8.0,2010-06-02,2010-06-02,2010-10-06,2010-10-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2203,HD,8.0,9.0,WA,0,5,A,2011-06-18,2011-06-23,2010-11-06,FIXED_NA,2110,8,0,0.8,2010-04-22,2010-08-05,1,1,2010-04-20,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,991.0,M,0.4,0,East Coast,NEW,10,11,2110,1,2010-10-05,2010-10-05,256.0,256.0,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.010090817,0.9090909090000001,1,L,0,9.0,0.0,0.0,10.0,2010-05-19,2011-03-08,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2203,2204,HC,8.0,8.0,CA,0,6,A,2011-06-18,2011-06-24,2010-10-26,FIXED_NA,2542,4,1,0.667,2010-02-15,2010-08-21,1,3,2010-02-13,C,Northern California,5.0,PUBLIC,1,6,8.0,530.0,G,0.16699999999999998,0,East Coast,EXISTING,6,9,2542,2,2010-03-23,2010-11-04,452.0,226.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011320755,0.666666667,3,S-M,0,10.0,8.0,9.0,10.0,2010-09-28,1900-01-01,1900-01-01,1900-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2204,2205,HC,8.0,8.0,WA,0,7,A,2011-06-18,2011-06-24,2010-10-15,FIXED_NA,2485,15,5,0.273,2010-02-24,2010-08-25,7,6,2010-02-18,B,Pacific Northwest,5.0,PUBLIC,1,6,8.0,450.0,N,0.4,0,East Coast,EXISTING,55,61,2485,1,2010-08-26,2010-08-26,296.0,296.0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.12222222199999999,0.901639344,6,S-M,1,10.0,10.0,10.0,10.0,2010-04-21,2010-04-06,2010-05-09,2010-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
